id,datetime,problemtype,productname,url,comment
40,"21.03.2022 12:33","Лозунги","Appsberry (websa)",https://websa.advancedhosting.com/StandWithUkraine,"облачный хостинг"
41,"21.03.2022 12:28","Лозунги",Refactoring.Guru,https://refactoring.guru/ru/help-ukraine,"Призывы спонсировать украинских военных и волонтеров, гуманитарные благотворительные организации."
42,"21.03.2022 8:59","Лозунги",Notepad++,https://notepad-plus-plus.org/news/v833-make-apps-not-war/,"Лозунги на сайте. Есть опасение что последние версии продукта могут их содержать."
43,"21.03.2022 6:49","Лозунги","Isomorphic Authorization JavaScript library",https://github.com/stalniy/casl/commit/b13c3de252b8412079b4030ff73309d65713c8d2,"""Политический баннер """"Stop war in Ukraine. All truth about Russia invasion"""""""
44,"21.03.2022 2:13","Лозунги","Расширение Random User-Agent",https://github.com/tarampampam/random-user-agent/commit/fb9f595306a0e149a248c080859749b6d549be90,"так то вроде ничего серьёзного. перекрасили лого в известные цвета."
45,"20.03.2022 21:20","Лозунги","The unarchiver (macOS App Store)",https://imgur.com/a/q5DGKxG,"Если не нажать кнопку, то разархивировать не будет, но только раз. При следующем запуске не возникает"
46,"20.03.2022 20:02","Лозунги",https://www.ratatype.ru/,https://www.ratatype.ru/,https://www.ratatype.ru/
47,"20.03.2022 18:34","Лозунги",FreePBX,"ОТСУТСТВУЕТ","При обновлении каждую 5 команду выдает сообщение с призывом остановить РФ"
48,"20.03.2022 15:00","Лозунги",Diptrace,"Что за жаргон? Почему не использовать нормальные слова, что за гопницкое быдло?","""После встречи """"пуша в репе"""" никакого желания что -либо дальше делать нет, общаться с тупой школотой - ну нафиг."""
49,"20.03.2022 8:48","Лозунги",yaml-front-matter,https://github.com/spatie/yaml-front-matter/commit/a5a8443f7d9bfc5c337cf41c92347b6d677d23bb,"https://github.com/spatie/yaml-front-matter - баннер в README.md"
50,"20.03.2022 0:59","Лозунги",LeafletJs,https://leafletjs.com/,"""На главной странице теперь полит-лозунги, с предложением положить """"семена в корман"""" если поддерживаешь РФ. Также ко всем ссылкам в документации добавили лозунг """"SlavaUkraini"""", пример: https://leafletjs.com/SlavaUkraini/reference.html"""
51,"19.03.2022 23:44","Лозунги",SergeyOcheretenko/StopWarBot,https://github.com/SergeyOcheretenko/StopWarBot/commit/152d9a0f06625475d913633452c41779a1f9f25b,"Бот для рассылки пропагандистского спама"
52,"19.03.2022 23:38","Лозунги",goddessmokosh/stop-war-in-ukraine,https://github.com/goddessmokosh/stop-war-in-ukraine/commit/171191737d289608cc55f7c4324c74fce233821a,"Плагин для wordpress для демонстрации баннеров и сбора средств на ведение боевых действий"
53,"19.03.2022 23:34","Лозунги",stopwarstopputin/swsp-wordpress-plugin,https://github.com/stopwarstopputin/swsp-wordpress-plugin/commit/f26bd25ec52c366df977848677607ff889b51780,"Плагин для wordpress итегрирующий пропагандистские баннеры"
54,"19.03.2022 23:15","Другое",emergenzeHack/ukrainehelp.emergenzehack.info_segnalazioni,https://github.com/emergenzeHack/ukrainehelp.emergenzehack.info_segnalazioni/commit/278b4ec80b6c957bd7cbc0a8245a8ed2cba88e55,"Ресурсы для сбора разведданных и аналитики - геолокация, парсинг ресурсов, и т.п."
55,"19.03.2022 23:06","Лозунги",daocentral/ukraine,https://github.com/daocentral/ukraine/commit/ffc07ebc67c244c59acd4d01193c428f8a5e756c,"Ресурсы цифровой децентрализованной организации нацеленной на сбор средств для ведения боевых действий"
56,"19.03.2022 22:38","Лозунги",petrussola/help-ukraine-open-source,https://github.com/petrussola/help-ukraine-open-source/commit/676bfac5ed77ccb6b6a8a731353ed6239a57d45f,"Список опенсорс проектов, используемых для сбора данных, создания организаций и пропаганды"
57,"19.03.2022 22:34","Лозунги",hattifn4ttar/youtube_supportfreemedia,https://github.com/hattifn4ttar/youtube_supportfreemedia/commit/99ae3284665adc24fc393e9537bf74222517a4a8,"ПО для накрутки просмотров пропагандистских youtube роликов"
58,"19.03.2022 22:31","Лозунги","artshishkin / swarm-digital-ocean",https://github.com/artshishkin/swarm-digital-ocean/commit/6d718f17f41011f7d710deb8963fee63e39e4afa,"ПО для хакерских атак, настроенное на конкретные ресурсы в РФ"
59,"19.03.2022 22:29","Другое",danieldanielecki/IT-ARMY-of-Ukraine-Resources-in-English,https://github.com/danieldanielecki/IT-ARMY-of-Ukraine-Resources-in-English/commit/7943fb13858197707b13686b612548f5812b3fab,"Страница для координации хакерских атак на инфраструктуру РФ, ссылки на прикладное ПО для атак, цели и адреса групп координирующих хакерские атаки"
60,"19.03.2022 22:27","Лозунги","gianpaj / walnut.tv",https://github.com/gianpaj/walnut.tv/commit/b29d08c048a1020526a8212c9cd20665c4fba980,"Лозунги в ПО"
61,"19.03.2022 22:26","Другое",a2435191/ukraine-war-map-twitter-bot,https://github.com/a2435191/ukraine-war-map-twitter-bot/commit/7c8c5fcd1478f5dcf61f76cc754c34e6de2682e1,"Бот для ведения пропаганды в твиттере"
62,"19.03.2022 22:24","Другое",helpmap/helpmap.io,https://github.com/helpmap/helpmap.io/commit/a4864227f59d42c216448f82c08d834af2f8eba6,"Фреймворк для массового создания ресурсов для сбора финансов"
63,"19.03.2022 22:05","Лозунги",VSBalanchuk/AAInUkraine,https://github.com/VSBalanchuk/AAInUkraine/commit/f400a1b04bcd0055c99aebebe07b165ae5fa5270,"Баннер для размещения на веб-ресурсах"
64,"19.03.2022 22:01","Лозунги",alexshapalov/Support-Ukraine,https://github.com/alexshapalov/Support-Ukraine/commit/a5b48de9a8f6e9b36d8519acba803f67693e5125,"Баннер для размещения на веб-ресурсах"
65,"19.03.2022 21:58","Лозунги","KobaltDigital / goods4ukraine.eu (Laravel)",https://github.com/KobaltDigital/goods4ukraine.eu/commit/2dfda21ef8f0d18a4afce9c886367c4f8aabc543,"Веб-фреймворк, название переименовано в лозунг"
66,"19.03.2022 21:46","Лозунги",vshymanskyy/StandWithUkraine,https://github.com/vshymanskyy/StandWithUkraine/commit/7c25c6ce0ca2e2956ca710180b095aa9a9dfc355,"Инструментарий для внедрения баннеров в ПО/Веб ресурсы"
67,"19.03.2022 21:27","Лозунги",https://github.com/evermade/support-ukraine-banner,https://github.com/evermade/support-ukraine-banner,"Софт для распространения баннеров"
68,"19.03.2022 21:26","Лозунги",https://github.com/brzuchal/stop-the-war,https://github.com/evermade/support-ukraine-banner/commit/38d2bd5cd898452576de53055f48aa82d235b63e,"PHP_CodeSniffer rule adding non-collapsable comment calling out to Stop The War"
69,"19.03.2022 21:23","Лозунги","rete ete.js Build Status Quality Gate Status Join the chat at https://gitter.im/retejs/Lobby JavaScript framework for visual programming",https://github.com/retejs/rete/commit/d3ff828a41f96e34f04619eb44c688c913ee8def,"#StandWithUkraine postinstall message"
70,"19.03.2022 21:20","Лозунги",Synergy,https://github.com/symless/synergy-core/commit/c542c57b5ef6ee0640a5a68ecb40a2997a68bedb,"баннер, редирект с ip адресов РФ"
71,"19.03.2022 20:09","Лозунги",Rust,https://blog.rust-lang.org/2022/02/24/Rust-1.59.0.html,"В начале анонса релиза 1.59.0 абзац: Today's release falls on the day in which the world's attention is captured by the sudden invasion of Ukraine by Putin's forces. Before going into the details of the new Rust release, we'd like to state that we stand in solidarity with the people of Ukraine and express our support for all people affected by this conflict."
72,"19.03.2022 13:05","Лозунги","Winbox snap install",https://github.com/panaceya/winbox,"Пакет с Winbox для Linux систем. Политика."
73,"19.03.2022 10:05","Лозунги",-,https://github.com/ukraine-not-war/stop-war,-
74,"19.03.2022 3:08","Лозунги","Mate Translate",https://addons.mozilla.org/ru/firefox/addon/instant-translate/?utm_source=addons.mozilla.org&utm_medium=referral&utm_content=search,"Политические призывы в расширении браузера версии 10.1.13"
75,"19.03.2022 3:07","Лозунги","Winbox из SANP Linux",https://snapcraft.io/winbox,"Пакет установлен из магазина SNAP. Политические призывы в версии 3.35 при запуске."
76,"19.03.2022 1:09","Лозунги",VyOS,https://blog.vyos.io/global-security-issue-with-russian-federation-invasion-into-ukraine,"В самом коде пока(?) ничего не замечено, автор этой записи комитил последний раз в 2018 году в их репозиторий, но с учетом текста в конце сообщения и общего характера всего поста, надо учитывать в дальнейшем при обновлении. Так же, ниже в комментариях, есть пару сообщений от людей из других стран, которые решили отказаться от данного продукта из-за опасения вреда в будущем. Может быть в списке сделать отдельный раздел для таких случаев?"
77,"19.03.2022 1:01","Лозунги",LosslessCut,https://github.com/mifi/lossless-cut/issues/1055,"Добавлена кнопка в самом центре окна программы, которая сначала была украинским флагом, а теперь стала просто картинкой с подсолнухами. При нажатии на ссылку открывается пропагандистская страница https://mifi.no/ukraine.html"
78,"18.03.2022 23:09","Лозунги","Winbox snap",https://github.com/panaceya/winbox,"Баннер в поддержку Украины"
79,"18.03.2022 22:34","Лозунги",terraform-aws-eks,https://github.com/terraform-aws-modules/terraform-aws-eks/commit/fad350d5bf36a7e39aa3840926b4c9968e9f594c,"feat: Made it clear that we stand with Ukraine"
80,"18.03.2022 19:56","Лозунги",svelte.dev,https://github.com/sveltejs/sites/pull/308,"Баннер с ссылкой на донаты Украине. Автор https://github.com/pngwn"
81,"18.03.2022 19:31","Лозунги",Jest,https://jestjs.io/ru/,"Баннер в поддержку Украины."
82,"18.03.2022 18:35","Лозунги","Nmp core-js",https://github.com/zloirock/core-js,"При установке агитация и призыв к свержению власти"
83,"18.03.2022 18:08","Лозунги",phpunit,https://github.com/sebastianbergmann/phpunit/commit/4634e702b5f05f5e948e531eb8b4fc19be40610c,"php фреймворк для тестирования кода, политический лозунг (начиная с версий 9.5.17 и 8.5.24 от 5 марта 2022)"
84,"18.03.2022 18:01","Лозунги",composer,https://github.com/composer/packagist/commit/86244a3695fcaaac9c5ba4257a4314eae1c6d981,"менеджер зависимостей для php, хэштег в терминале"
85,"18.03.2022 17:17","Лозунги",yii2-starter-kit,https://github.com/yii-starter-kit/yii2-starter-kit/commit/cfc03ed42cd3dffb7c4b4ee4d081615024bffde7,"Лозунги"
86,"18.03.2022 16:50","Лозунги",mailtrap.io,mailtrap.io,"Если зайти под русским ip то показывает страницу политическим лозунгом и видеоматериалами, использование сервиса далее заблокировано, vpn решает проблему"
87,"18.03.2022 16:39","Лозунги","Evolution CMS",https://github.com/evolution-cms/evolution/commit/1c586bc76f739264dcf0482530945875fa444b77,"Подстава после обновления на последнюю версию"
88,"18.03.2022 16:15","Лозунги",kubernetes-sigs/kind,https://github.com/kubernetes-sigs/kind/pull/2666,"""На сайт https://kind.sigs.k8s.io/ добавлен баннер с флагом и ссылка """"Help Provide Humanitarian Aid for Ukraine"""". Стоит следить за новыми коммитами на всякий случай"""
89,"18.03.2022 15:49","Лозунги","Dotnet Foundation",https://github.com/dotnet-foundation/website/commit/72ddd84dd8c1b68489d870e467cc584752af8049,"""Баннер """"We Stand with Ukraine"""""""
90,"18.03.2022 15:17","Лозунги",Roave/SecurityAdvisories,https://github.com/Roave/SecurityAdvisories/commit/3b910ed88bb6ee25696073ff282cfdbd4bd886b8,"При недовольстве примешивания политики в опен сорс, людей могут банить - https://github.com/Roave/SecurityAdvisories/pull/92"
91,"18.03.2022 14:44","Лозунги",Figma,https://forum.figma.com/t/ukrainian-people-are-dying-close-figma-in-russia/15263/3,"""Figma решила заморозить корпоративные аккаунты российских клиентов. Личные пока не трогают. (источник: см. """"Ссылка на пуш в репе"""", https://vk.com/wall-30666517_1781721)"""
92,"18.03.2022 13:20","Другое","AWS Terraform modules",https://github.com/terraform-aws-modules/terraform-aws-eks/commit/f5511e4df1f06954229f48df1cf87f9ebc8da26a,"""Фраза terms of use в readme заменена на information. Думаю, тип проблемы можно сменить на """"Лозунги"""""""
93,"18.03.2022 13:04","Лозунги",Leaflet,https://github.com/Leaflet/Leaflet/commit/c94faa201a916fbf48e30156179d78ab5620d2d5,"На сайте заменена главная страница: https://leafletjs.com/"
94,"18.03.2022 12:46","Лозунги",Symfony,https://github.com/symfony/symfony/commit/37ca066c6fb3aac241ccfb12b2531675798528d7,"Шильдик #StandWithUkraine"
95,"18.03.2022 12:12","Лозунги",EventSource,https://github.com/Yaffle/EventSource/blob/master/src/eventsource.js#L1032,"Полифилы js используются в множестве сторонних сервисов, пол миллиона загрузок в неделю."
96,"18.03.2022 12:12","Лозунги","snap winbox",https://github.com/panaceya/winbox,"Лозунги"
97,"18.03.2022 11:55","Лозунги",https://www.npmjs.com/package/event-source-polyfill,https://github.com/Yaffle/EventSource/commit/de137927e13d8afac153d2485152ccec48948a7a,"Через 15 секунд после открытия страницы алертит призыв прекратить происходящее и открывает change.org"
98,"18.03.2022 11:43","Лозунги",T-Regx,"https://github.com/T-Regx/T-Regx/commit/88c05aa62f1931f31e252c68c4084f22336e4552 и https://github.com/T-Regx/T-Regx/commit/7e4812ab0a0c562c0d3e024926c71c24a98fa3b4","StandWithUkraine banner"
99,"18.03.2022 11:37","Лозунги","Portable ASCII for PHP",https://github.com/voku/portable-ascii,"used e.g. in Laravel Core"
100,"18.03.2022 11:29","Лозунги",react-create-app,https://github.com/facebook/create-react-app/commit/fd8c5f7b1b1d19d10d24cc2f9fdfc110585dc030,"docs: add homepage banner in support of Ukraine (#12113)"
101,"18.03.2022 10:38","Лозунги",Symfony,-,"Баннер в поддержку Украины в шапке сайта"
102,"18.03.2022 10:32","Лозунги","laminas/*, mezzio/*,",https://github.com/laminas/laminas-servicemanager/commit/1fb805d456f4e916e5fbddad4d2349adfd2f05ba,"Данный политический лозунг есть во всех пакетах laminas/ и mezzio/."
103,"18.03.2022 10:22","Лозунги","daemon tools",daemon-tools.cc,"с главного сайта начали перенаправлять на политический, отключили обновления"
104,"18.03.2022 10:11","Лозунги","Snap package with winbox",https://github.com/panaceya/winbox/commit/adb017fd7bf2ea40bbf5e449a20091192188509f,-
105,"18.03.2022 9:16","Лозунги",MUI,https://github.com/mui/material-ui/pull/31275,"Баннер в поддержку Украины"
106,"18.03.2022 1:19","Лозунги","Elmedia Player macOS","…","Вместо проигрывания медиа файлов запускает видео военных действий с политическими лозунгами"
107,"18.03.2022 1:05","Лозунги",React.js,https://github.com/reactjs/reactjs.org/commit/d90fd21fdbedb075a4cc196c16156b534daf14a4,"""Баннер """"Поддержите Украину"""" на сайте с документацией"""
108,"18.03.2022 0:49","Другое",https://github.com/NewEXE/belsk-schedule,https://github.com/NewEXE/belsk-schedule/commit/b27b55bcf992887864d933af19e009e5750c4ca1,"Куча говна"
109,"18.03.2022 0:23","Другое",OkayCMS,"https://okay-cms.com/ https://ok-cms.com/","Были политические заявления в блоге и на сайте компании, указывающие на то, что русских ненавидят. Прямой отказ в обновлениях движка и отправке уже оплаченных ранее модулей"
110,"18.03.2022 0:17","Лозунги",https://github.com/stop-war-in-ukraine,https://github.com/yarnpkg/website/issues/1155,"Массовый спам issues в репозиториях"
111,"18.03.2022 0:16","Лозунги",Ember.js,https://emberjs.com/community/invasion-of-ukraine/,https://emberjs.com/
112,"18.03.2022 0:13","Лозунги","vdz yandex metrika",https://plugins.trac.wordpress.org/browser/vdz-yandex-metrika/assets/banner-772x250.png?rev=2688057,"это плагин wordpress, Лозунги плюс бекдор, сейчас репозиторий зачищен, плагин блокирован"
113,"17.03.2022 23:50","Лозунги",https://github.com/k01ek,https://github.com/k01ek/notowar,"""Примеры программ на разных языках программированиях выводящие текст """"No to war"""""""
114,"17.03.2022 23:48","Лозунги",https://github.com/mallardduck/,https://github.com/KickflipCli/kickflip-src,"Генератор фейковых сайтов по шаблону с ключевыми словами и призывами (одного мейнтейнера уже забанили за национальную рознь, другой продолжает работу)"
115,"17.03.2022 23:32","Лозунги","GM-DONATE (gm-donate.ru) система доната в Garry's mod",https://github.com/GM-DONATE/IGS/commit/d98b6dd9f43225a6b03c665db8a57690646515ee#diff-13dde08e38ae5b40da01b8fed10e552f417dd1044710f28c10afa801521cb6bc,"Скрытно заменена текстура модели автомата с содовой на текстуру господина П. с фекалиями с расчетом на проблемы с законом. Возможно дальнейшее внедрение вредоносов, функционал позволяет."
116,"17.03.2022 22:52","Лозунги","Redirect Russia",https://github.com/pabio/redirect-russia,"Скрипт встраиваемый на сайты, перенаправляющий пользователей из России на страницу с политическими лозунгами"
117,"17.03.2022 22:47","Лозунги","Redirect Russia",https://github.com/pabio/redirect-russia,"Установленный скрипт на сайте редиректит на страницу с агиткой. Проверяет по ip пользователя и таймзоне."
118,"17.03.2022 22:43","Лозунги",https://github.com/vadimdemedes/ink,https://github.com/vadimdemedes/ink/issues/506,"Issue с призывом платной поддержки украинской армии"
119,"17.03.2022 22:41","Лозунги",spaceship-prompt/spaceship-prompt,https://github.com/spaceship-prompt,"Поддержка полит лозунгами и удаление всех русских issues"
120,"17.03.2022 22:38","Другое","Qalctulate! (GTK)",https://github.com/Qalculate/qalculate-gtk/commit/74c7413429b386f08028565f16f537204217b456,"""Remove flags for RUB and BYR/BYN, and show UAH flag when first using the new version;"" Ничего серьезного, но раздражает. Версия с этим коммитом уже в репозиториях arch. Работает не только в РФ/БР, а вообще у всех."
121,"17.03.2022 22:31","Лозунги",https://pastebin.com/,https://pastebin.com/,"Политический баннер"
122,"17.03.2022 22:28","Лозунги",https://github.com/search?l=Markdown&q=SWUbanner&type=Code,https://github.com/vshymanskyy/StandWithUkraine#projects-that-standwithukraine,"Есть смысл проверить эти проекты"
123,"17.03.2022 22:02","Другое",https://github.com/kbrehme,https://github.com/kbrehme/niffelheim/commit/7cb93ca14aab68c646a65ef21923835a0f791d4a,"Человек удаляет все что связано с русским народом в модах и скриптах"
124,"17.03.2022 21:18","Лозунги","Dash Electrum",https://github.com/akhavr/electrum-dash/commit/80e7bfbc9325f0012dc9c6bd1017cd71de80e2371017cd71de80e237,"Разработчик впилил в продукт Лозунги, сделав их сюрпризом - в логе что в софте нового про это ни слова."
